#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2023 02 08 15 00 250  1.0  2.0    MM    MM    MM  MM 1023.7  12.9  13.6    MM   MM +1.6    MM
2023 02 08 14 50 240  1.0  2.0   1.0     8   6.4 262 1023.5  12.9  13.6    MM   MM   MM    MM
2023 02 08 14 40 250  1.0  2.0    MM    MM    MM  MM 1023.4  12.9  13.6    MM   MM   MM    MM
2023 02 08 14 30 260  1.0  2.0    MM    MM    MM  MM 1023.4  12.9  13.6    MM   MM   MM    MM
2023 02 08 14 20 250  2.0  2.0   1.1    11   6.8 273 1023.3  12.9  13.6    MM   MM   MM    MM
2023 02 08 14 10 240  1.0  2.0    MM    MM    MM  MM 1023.2  12.8  13.6    MM   MM   MM    MM
2023 02 08 14 00 230  1.0  1.0    MM    MM    MM  MM 1023.1  12.8  13.6    MM   MM +0.4    MM
2023 02 08 13 50  MM  0.0  1.0   1.1    11   6.5 276 1022.9  12.8  13.6    MM   MM   MM    MM
2023 02 08 13 40  MM  0.0  1.0    MM    MM    MM  MM 1022.7  12.9  13.6    MM   MM   MM    MM
2023 02 08 13 30  MM  0.0  1.0    MM    MM    MM  MM 1022.6  12.9  13.6    MM   MM   MM    MM
2023 02 08 13 20 340  1.0  3.0   1.0    11   6.1 280 1022.5  12.9  13.6    MM   MM   MM    MM
2023 02 08 13 10 290  2.0  3.0    MM    MM    MM  MM 1022.7  12.8  13.6    MM   MM   MM    MM
2023 02 08 13 00 250  2.0  3.0    MM    MM    MM  MM 1022.5  12.8  13.6    MM   MM -0.3    MM
2023 02 08 12 50 220  1.0  2.0   1.0    11   5.9 268 1022.4  12.8  13.6    MM   MM   MM    MM
2023 02 08 12 40  MM  0.0  1.0    MM    MM    MM  MM 1022.2  12.9  13.6    MM   MM   MM    MM
2023 02 08 12 30 300  2.0  3.0    MM    MM    MM  MM 1022.4  12.9  13.6    MM   MM   MM    MM
2023 02 08 12 20 280  2.0  3.0   1.1    11   6.1 273 1022.3  12.8  13.6    MM   MM   MM    MM
2023 02 08 12 10 280  1.0  2.0   1.1    MM   6.1 273 1022.3  12.8  13.6    MM   MM   MM    MM
2023 02 08 12 00 250  1.0  2.0    MM    MM    MM  MM 1022.1  12.8  13.6    MM   MM -0.8    MM
2023 02 08 11 50 240  1.0  2.0   1.1    11   6.0 269 1022.2  12.8  13.6    MM   MM   MM    MM
2023 02 08 11 40  MM  0.0  1.0    MM    MM    MM  MM 1022.3  12.8  13.6    MM   MM   MM    MM
2023 02 08 11 30  MM  0.0  1.0    MM    MM    MM  MM 1022.3  12.9  13.6    MM   MM   MM    MM
2023 02 08 11 20 270  1.0  2.0   1.1    12   5.9 272 1022.4  12.9  13.6    MM   MM   MM    MM
2023 02 08 11 10 280  2.0  3.0   1.1    MM   5.9 272 1022.7  13.0  13.6    MM   MM   MM    MM
2023 02 08 11 00 270  2.0  2.0    MM    MM    MM  MM 1022.6  13.0  13.6    MM   MM -0.9    MM
2023 02 08 10 50 260  2.0  3.0   1.1    11   5.6 281 1022.6  13.0  13.6    MM   MM   MM    MM
2023 02 08 10 40 260  2.0  3.0    MM    MM    MM  MM 1022.5  13.0  13.6    MM   MM   MM    MM
2023 02 08 10 30 250  2.0  3.0    MM    MM    MM  MM 1022.6  13.1  13.6    MM   MM   MM    MM
2023 02 08 10 20 250  3.0  3.0   1.2    11   6.2 270 1022.8  13.1  13.6    MM   MM   MM    MM
2023 02 08 10 10 250  2.0  3.0   1.2    MM   6.2 270 1022.8  13.1  13.6    MM   MM   MM    MM
2023 02 08 10 00 240  3.0  4.0    MM    MM    MM  MM 1022.9  13.1  13.6    MM   MM -0.5    MM
2023 02 08 09 50 250  3.0  4.0   1.3    11   6.2 266 1023.0  13.2  13.6    MM   MM   MM    MM
2023 02 08 09 40 250  3.0  4.0    MM    MM    MM  MM 1023.0  13.2  13.6    MM   MM   MM    MM
2023 02 08 09 30 250  3.0  4.0    MM    MM    MM  MM 1023.0  13.2  13.6    MM   MM   MM    MM
2023 02 08 09 20 250  3.0  4.0   1.2    11   5.8 266 1023.1  13.2  13.6    MM   MM   MM    MM
2023 02 08 09 10 250  3.0  4.0   1.2    MM   5.8 266 1023.0  13.3  13.6    MM   MM   MM    MM
2023 02 08 09 00 250  3.0  4.0    MM    MM    MM  MM 1023.0  13.3  13.7    MM   MM +0.0    MM
2023 02 08 08 50 260  4.0  5.0   1.2    11   5.5 270 1023.1  13.3  13.7    MM   MM   MM    MM
2023 02 08 08 40 260  4.0  5.0    MM    MM    MM  MM 1023.3  13.3  13.7    MM   MM   MM    MM
2023 02 08 08 30 260  5.0  7.0    MM    MM    MM  MM 1023.3  13.3  13.7    MM   MM   MM    MM
2023 02 08 08 20 260  5.0  7.0   1.3    11   5.9 278 1023.4  13.3  13.7    MM   MM   MM    MM
2023 02 08 08 10 250  4.0  5.0   1.3    MM   5.9 278 1023.4  13.2  13.7    MM   MM   MM    MM
2023 02 08 08 00 250  4.0  5.0    MM    MM    MM  MM 1023.5  13.2  13.7    MM   MM +0.0    MM
2023 02 08 07 50 270  4.0  5.0   1.1    11   5.5 275 1023.6  13.4    MM    MM   MM   MM    MM
2023 02 08 07 40 270  3.0  5.0    MM    MM    MM  MM 1023.7  13.4  13.7    MM   MM   MM    MM
2023 02 08 07 30 260  4.0  5.0    MM    MM    MM  MM 1023.6  13.4  13.7    MM   MM   MM    MM
2023 02 08 07 20 250  4.0  5.0   1.2    11   5.8 271 1023.5  13.5  13.7    MM   MM   MM    MM
2023 02 08 07 10 260  4.0  5.0   1.2    MM   5.8 271 1023.4  13.5  13.7    MM   MM   MM    MM
2023 02 08 07 00 270  5.0  6.0    MM    MM    MM  MM 1023.4  13.5  13.7    MM   MM +0.0    MM
2023 02 08 06 50 270  4.0  5.0   1.3    12   5.8 277 1023.3  13.4  13.7    MM   MM   MM    MM
2023 02 08 06 40 270  4.0  6.0    MM    MM    MM  MM 1023.2  13.4  13.7    MM   MM   MM    MM
2023 02 08 06 30 270  5.0  6.0    MM    MM    MM  MM 1023.1  13.4  13.7    MM   MM   MM    MM
2023 02 08 06 20 240  6.0  7.0   1.3    12   6.2 278 1023.2  13.5  13.7    MM   MM   MM    MM
2023 02 08 06 10 230  5.0  7.0   1.3    MM   6.2 278 1023.2  13.5  13.7    MM   MM   MM    MM
2023 02 08 06 00 220  5.0  7.0    MM    MM    MM  MM 1023.2  13.5  13.7    MM   MM +0.0    MM
2023 02 08 05 50 210  5.0  7.0   1.5    11   6.6 270 1023.2  13.4  13.7    MM   MM   MM    MM
2023 02 08 05 40 220  5.0  7.0    MM    MM    MM  MM 1023.3  13.4  13.7    MM   MM   MM    MM
2023 02 08 05 30 220  5.0  6.0    MM    MM    MM  MM 1023.3  13.4  13.7    MM   MM   MM    MM
2023 02 08 05 20 220  5.0  6.0   1.3    11   6.3 266 1023.3  13.5  13.7    MM   MM   MM    MM
2023 02 08 05 10 210  5.0  6.0    MM    MM    MM  MM 1023.3  13.5  13.7    MM   MM   MM    MM
2023 02 08 05 00 230  5.0  6.0    MM    MM    MM  MM 1023.4  13.6  13.7    MM   MM +0.3    MM
2023 02 08 04 50 240  4.0  5.0   1.3    11   6.2 264 1023.3  13.8  13.7    MM   MM   MM    MM
2023 02 08 04 40 230  4.0  5.0    MM    MM    MM  MM 1023.4  13.8  13.7    MM   MM   MM    MM
2023 02 08 04 30 220  4.0  5.0    MM    MM    MM  MM 1023.5  13.7  13.7    MM   MM   MM    MM
2023 02 08 04 20 230  3.0  5.0   1.4    11   6.3 268 1023.4  13.8  13.7    MM   MM   MM    MM
2023 02 08 04 10 230  4.0  6.0   1.4    MM   6.3 268 1023.3  13.9  13.7    MM   MM   MM    MM
2023 02 08 04 00 240  5.0  6.0    MM    MM    MM  MM 1023.3  14.0  13.7    MM   MM +0.3    MM
2023 02 08 03 50 230  4.0  5.0   1.4    11   6.3 253 1023.3  14.1  13.8    MM   MM   MM    MM
2023 02 08 03 40 240  4.0  5.0    MM    MM    MM  MM 1023.2  14.1  13.8    MM   MM   MM    MM
2023 02 08 03 30 250  4.0  5.0    MM    MM    MM  MM 1023.2  14.0  13.8    MM   MM   MM    MM
2023 02 08 03 20 250  3.0  4.0   1.4    11   6.1 259 1023.1  14.2  13.8    MM   MM   MM    MM
2023 02 08 03 10 260  2.0  4.0    MM    MM    MM  MM 1023.1  14.4  13.8    MM   MM   MM    MM
2023 02 08 03 00 270  2.0  3.0    MM    MM    MM  MM 1023.1  14.2  13.8    MM   MM -0.0    MM
2023 02 08 02 50 260  2.0  3.0   1.3    11   5.7 268 1023.0  14.3  13.8    MM   MM   MM    MM
2023 02 08 02 40 190  1.0  2.0    MM    MM    MM  MM 1023.0  14.5  13.8    MM   MM   MM    MM
2023 02 08 02 30  MM  0.0  1.0    MM    MM    MM  MM 1023.0  14.5  13.8    MM   MM   MM    MM
2023 02 08 02 20  MM  0.0  1.0   1.3    11   5.9 269 1023.1  14.5  13.8    MM   MM   MM    MM
2023 02 08 02 10 340  1.0  2.0    MM    MM    MM  MM 1023.1  14.8  13.8    MM   MM   MM    MM
2023 02 08 02 00 320  2.0  3.0    MM    MM    MM  MM 1023.0  15.0  13.8    MM   MM -0.5    MM
2023 02 08 01 50 330  2.0  2.0   1.3    11   5.6 269 1023.0  15.0  13.8    MM   MM   MM    MM
2023 02 08 01 40 300  2.0  3.0    MM    MM    MM  MM 1023.0  15.4  13.8    MM   MM   MM    MM
2023 02 08 01 30 300  2.0  3.0    MM    MM    MM  MM 1023.0  15.4  13.9    MM   MM   MM    MM
2023 02 08 01 20 300  2.0  3.0   1.4    11   6.1 259 1022.9  15.3  13.9    MM   MM   MM    MM
2023 02 08 01 10 280  2.0  3.0   1.4    MM   6.1 259 1022.9  15.1  13.9    MM   MM   MM    MM
2023 02 08 01 00 270  1.0  2.0    MM    MM    MM  MM 1022.9  14.9  13.9    MM   MM -1.0    MM
2023 02 08 00 50  MM  0.0  1.0   1.4    11   6.0 252 1022.9  14.9  13.9    MM   MM   MM    MM
2023 02 08 00 40  MM  0.0  1.0    MM    MM    MM  MM 1023.0  15.0  13.9    MM   MM   MM    MM
2023 02 08 00 30 210  1.0  2.0    MM    MM    MM  MM 1023.1  14.8  13.9    MM   MM   MM    MM
2023 02 08 00 20 210  1.0  2.0   1.3    11   5.8 255 1023.1  14.6  13.9    MM   MM   MM    MM
2023 02 08 00 10 220  2.0  3.0   1.3    MM   5.8 255 1023.2  14.5  13.9    MM   MM   MM    MM
2023 02 08 00 00 230  2.0  3.0    MM    MM    MM  MM 1023.3  14.4  13.9    MM   MM -1.2    MM
2023 02 07 23 50 230  3.0  4.0   1.3    12   6.5 265 1023.3  14.3  13.9    MM   MM   MM    MM
2023 02 07 23 40 230  2.0  3.0    MM    MM    MM  MM 1023.3  14.3  13.9    MM   MM   MM    MM
2023 02 07 23 30 240  3.0  4.0    MM    MM    MM  MM 1023.3  14.1  13.9    MM   MM   MM    MM
2023 02 07 23 20 240  4.0  4.0   1.4    12   6.9 272 1023.3  14.1  13.9    MM   MM   MM    MM
2023 02 07 23 10 250  4.0  5.0   1.4    MM   6.9 272 1023.4  14.1  13.9    MM   MM   MM    MM
2023 02 07 23 00 260  5.0  6.0    MM    MM    MM  MM 1023.5  14.1  13.9    MM   MM -2.1    MM
2023 02 07 22 50 250  4.0  6.0   1.3    11   6.6 272 1023.6  14.1  13.9    MM   MM   MM    MM
2023 02 07 22 40 240  4.0  5.0    MM    MM    MM  MM 1023.7  14.1  13.9    MM   MM   MM    MM
2023 02 07 22 30 240  4.0  5.0    MM    MM    MM  MM 1023.8  14.1  13.9    MM   MM   MM    MM
2023 02 07 22 20 250  4.0  5.0   1.5    12   7.2 263 1023.9  14.1  13.9    MM   MM   MM    MM
2023 02 07 22 10 250  4.0  5.0   1.5    MM   7.2 263 1024.0  14.1  13.9    MM   MM   MM    MM
2023 02 07 22 00 240  4.0  5.0    MM    MM    MM  MM 1023.9  14.2  13.9    MM   MM -2.3    MM
2023 02 07 21 50 240  4.0  6.0   1.4    12   7.0 259 1023.9  14.6  13.9    MM   MM   MM    MM
2023 02 07 21 40 240  4.0  5.0    MM    MM    MM  MM 1023.9  14.7  13.9    MM   MM   MM    MM
2023 02 07 21 30 240  4.0  5.0    MM    MM    MM  MM 1024.0  14.7  13.9    MM   MM   MM    MM
2023 02 07 21 20 240  3.0  5.0   1.4    12   6.9 268 1024.1  14.6  13.9    MM   MM   MM    MM
2023 02 07 21 10 240  4.0  4.0   1.4    MM   6.9 268 1024.2  14.5  13.8    MM   MM   MM    MM
2023 02 07 21 00 250  4.0  5.0    MM    MM    MM  MM 1024.4  14.4  13.8    MM   MM -1.7    MM
2023 02 07 20 50 250  4.0  5.0   1.4    12   7.2 271 1025.0  14.2  13.8    MM   MM   MM    MM
2023 02 07 20 40 250  4.0  5.0    MM    MM    MM  MM 1024.8  14.0  13.8    MM   MM   MM    MM
2023 02 07 20 30 250  4.0  5.0    MM    MM    MM  MM 1025.0  14.0  13.8    MM   MM   MM    MM
2023 02 07 20 20 250  4.0  5.0   1.4    12   7.2 262 1025.2  14.1  13.8    MM   MM   MM    MM
2023 02 07 20 10 250  4.0  5.0   1.4    MM   7.2 262 1025.4  14.0  13.8    MM   MM   MM    MM
2023 02 07 20 00 240  4.0  5.0    MM    MM    MM  MM 1025.6  14.0  13.8    MM   MM +0.0    MM
2023 02 07 19 50 250  3.0  5.0   1.3    12   6.6 263 1025.8  14.0  13.8    MM   MM   MM    MM
2023 02 07 19 40 240  3.0  4.0    MM    MM    MM  MM 1025.9  14.0  13.7    MM   MM   MM    MM
2023 02 07 19 30 240  4.0  5.0    MM    MM    MM  MM 1026.1  14.1  13.7    MM   MM   MM    MM
2023 02 07 19 20 220  3.0  4.0   1.5    11   7.2 263 1026.1  14.1  13.7    MM   MM   MM    MM
2023 02 07 19 10 230  3.0  5.0   1.5    MM   7.2 263 1026.1  14.1  13.6    MM   MM   MM    MM
2023 02 07 19 00 230  3.0  4.0    MM    MM    MM  MM 1026.1  14.0  13.6    MM   MM +1.1    MM
2023 02 07 18 50 230  3.0  4.0   1.5    12   7.3 271 1026.3  13.9  13.6    MM   MM   MM    MM
2023 02 07 18 40 260  4.0  5.0    MM    MM    MM  MM 1026.3  13.7  13.6    MM   MM   MM    MM
2023 02 07 18 30 270  4.0  5.0    MM    MM    MM  MM 1026.3  13.5  13.6    MM   MM   MM    MM
2023 02 07 18 20 280  4.0  5.0   1.3    12   6.7 273 1026.3  13.5  13.6    MM   MM   MM    MM
2023 02 07 18 10 280  4.0  6.0    MM    MM    MM  MM 1026.3  13.5  13.5    MM   MM   MM    MM
2023 02 07 18 00 280  4.0  5.0    MM    MM    MM  MM 1026.3  13.5  13.5    MM   MM +1.6    MM
2023 02 07 17 50 280  4.0  5.0   1.4    12   7.2 267 1026.2  13.3  13.5    MM   MM   MM    MM
2023 02 07 17 40 290  4.0  6.0   1.4    MM   7.2 267 1026.1  13.3  13.5    MM   MM   MM    MM
2023 02 07 17 30 290  4.0  5.0    MM    MM    MM  MM 1026.1  13.3  13.5    MM   MM   MM    MM
2023 02 07 17 20 290  4.0  5.0   1.4    13   7.1 275 1025.9  13.3  13.5    MM   MM   MM    MM
2023 02 07 17 10 280  3.0  3.0   1.4    MM   7.1 275 1025.7  13.4  13.5    MM   MM   MM    MM
2023 02 07 17 00 290  2.0  3.0    MM    MM    MM  MM 1025.6  13.8  13.5    MM   MM +1.6    MM
2023 02 07 16 50 290  1.0  1.0   1.5    12   7.4 268 1025.6  14.0  13.5    MM   MM   MM    MM
2023 02 07 16 40  MM  0.0  1.0    MM    MM    MM  MM 1025.5  13.9  13.5    MM   MM   MM    MM
2023 02 07 16 30  30  1.0  2.0    MM    MM    MM  MM 1025.3  13.6  13.5    MM   MM   MM    MM
2023 02 07 16 20  30  1.0  2.0   1.4    13   7.1 271 1025.3  13.5  13.5    MM   MM   MM    MM
2023 02 07 16 10  20  2.0  2.0   1.4    MM   7.1 271 1025.2  13.5  13.5    MM   MM   MM    MM
2023 02 07 16 00  20  2.0  3.0    MM    MM    MM  MM 1025.0  13.3  13.5    MM   MM +1.5    MM
2023 02 07 15 50 360  3.0  3.0   1.5    13   7.4 271 1024.9  13.2  13.5    MM   MM   MM    MM
2023 02 07 15 40  10  2.0  3.0    MM    MM    MM  MM 1025.0  13.2  13.5    MM   MM   MM    MM
2023 02 07 15 30 360  2.0  3.0    MM    MM    MM  MM 1024.9  13.0  13.5    MM   MM   MM    MM
2023 02 07 15 20  10  2.0  3.0   1.5    13   7.8 258 1024.8  12.9  13.5    MM   MM   MM    MM
2023 02 07 15 10  10  2.0  3.0    MM    MM    MM  MM 1024.7  12.8  13.5    MM   MM   MM    MM
2023 02 07 15 00  30  2.0  2.0    MM    MM    MM  MM 1024.6  12.7  13.5    MM   MM +1.3    MM
2023 02 07 14 50  40  1.0  2.0   1.4    13   7.7 253 1024.5  12.7  13.5    MM   MM   MM    MM
2023 02 07 14 40  40  1.0  2.0    MM    MM    MM  MM 1024.5  12.6  13.5    MM   MM   MM    MM
2023 02 07 14 30  40  2.0  3.0    MM    MM    MM  MM 1024.4  12.6  13.5    MM   MM   MM    MM
2023 02 07 14 20  40  2.0  3.0   1.7    12   8.2 255 1024.2  12.5  13.5    MM   MM   MM    MM
2023 02 07 14 10  70  1.0  2.0   1.7    MM   8.2 255 1024.1  12.5  13.5    MM   MM   MM    MM
2023 02 07 14 00  60  1.0  2.0    MM    MM    MM  MM 1024.1  12.5  13.5    MM   MM +0.9    MM
2023 02 07 13 50  60  1.0  3.0   1.7    13   8.0 260 1024.0  12.6  13.5    MM   MM   MM    MM
2023 02 07 13 40  50  2.0  3.0   1.7    MM   8.0 260 1023.9  12.6  13.5    MM   MM   MM    MM
2023 02 07 13 30  40  2.0  3.0    MM    MM    MM  MM 1023.9  12.7  13.5    MM   MM   MM    MM
2023 02 07 13 20  40  2.0  3.0   1.7    13   8.0 262 1023.8  12.7  13.4    MM   MM   MM    MM
2023 02 07 13 10  50  2.0  3.0   1.7    MM   8.0 262 1023.8  12.9  13.5    MM   MM   MM    MM
2023 02 07 13 00  50  2.0  3.0    MM    MM    MM  MM 1023.7  12.8  13.5    MM   MM +0.5    MM
2023 02 07 12 50  50  3.0  4.0   1.8    13   8.2 261 1023.6  12.9  13.4    MM   MM   MM    MM
2023 02 07 12 40  50  3.0  4.0    MM    MM    MM  MM 1023.5  12.8  13.5    MM   MM   MM    MM
2023 02 07 12 30  50  2.0  3.0    MM    MM    MM  MM 1023.4  12.9  13.5    MM   MM   MM    MM
2023 02 07 12 20  30  1.0  2.0   1.6    12   7.7 267 1023.4  13.0  13.5    MM   MM   MM    MM
2023 02 07 12 10  10  1.0  1.0   1.6    MM   7.7 267 1023.3  12.9  13.5    MM   MM   MM    MM
2023 02 07 12 00 350  1.0  2.0    MM    MM    MM  MM 1023.3  12.9  13.5    MM   MM +0.4    MM
2023 02 07 11 50  MM  0.0  1.0   1.8    13   8.3 261 1023.2  12.9  13.5    MM   MM   MM    MM
2023 02 07 11 40  MM  0.0  1.0    MM    MM    MM  MM 1023.1  12.9  13.5    MM   MM   MM    MM
2023 02 07 11 30  MM  0.0  1.0    MM    MM    MM  MM 1023.2  12.9  13.5    MM   MM   MM    MM
2023 02 07 11 20  MM  0.0  1.0   1.8    12   8.2 260 1023.2  13.1  13.5    MM   MM   MM    MM
2023 02 07 11 10 140  1.0  3.0   1.8    MM   8.2 260 1023.2  13.2  13.5    MM   MM   MM    MM
2023 02 07 11 00  90  2.0  3.0    MM    MM    MM  MM 1023.2  13.2  13.5    MM   MM +0.0    MM
2023 02 07 10 50 110  1.0  2.0   1.8    13   8.1 269 1023.3  13.0  13.5    MM   MM   MM    MM
2023 02 07 10 40  80  2.0  4.0    MM    MM    MM  MM 1023.3  13.1  13.5    MM   MM   MM    MM
2023 02 07 10 30  90  2.0  3.0    MM    MM    MM  MM 1023.3  13.0  13.5    MM   MM   MM    MM
2023 02 07 10 20 120  1.0  3.0   1.7    13   8.1 264 1023.2  13.0  13.5    MM   MM   MM    MM
2023 02 07 10 10 110  1.0  3.0   1.7    MM   8.1 264 1023.1  13.0  13.5    MM   MM   MM    MM
2023 02 07 10 00 140  1.0  2.0    MM    MM    MM  MM 1023.2  13.1  13.5    MM   MM +0.0    MM
2023 02 07 09 50  90  1.0  2.0   1.8    13   7.9 265 1023.2  13.1  13.5    MM   MM   MM    MM
2023 02 07 09 40 320  1.0  2.0    MM    MM    MM  MM 1023.0  13.1  13.5    MM   MM   MM    MM
2023 02 07 09 30  50  1.0  2.0    MM    MM    MM  MM 1023.1  13.1  13.5    MM   MM   MM    MM
2023 02 07 09 20  MM  0.0  1.0   1.8    12   8.1 265 1022.9  13.0  13.5    MM   MM   MM    MM
2023 02 07 09 10 260  1.0  2.0   1.8    MM   8.1 265 1023.0  13.1  13.5    MM   MM   MM    MM
2023 02 07 09 00 310  1.0  2.0    MM    MM    MM  MM 1022.9  13.2  13.5    MM   MM +0.0    MM
2023 02 07 08 50 270  1.0  2.0   1.9    13   7.9 280 1023.0  13.2  13.5    MM   MM   MM    MM
2023 02 07 08 40 280  1.0  3.0    MM    MM    MM  MM 1023.0  13.2  13.5    MM   MM   MM    MM
2023 02 07 08 30 250  1.0  3.0    MM    MM    MM  MM 1023.0  13.3  13.5    MM   MM   MM    MM
2023 02 07 08 20 360  1.0  2.0   1.9    12   8.2 259 1023.0  13.2  13.5    MM   MM   MM    MM
2023 02 07 08 10 290  2.0  3.0   1.9    MM   8.2 259 1023.0  13.3  13.5    MM   MM   MM    MM
2023 02 07 08 00 290  2.0  4.0    MM    MM    MM  MM 1023.1  13.4  13.5    MM   MM +0.5    MM
2023 02 07 07 50 320  2.0  3.0   2.1    11   8.0 269 1022.9  13.3  13.5    MM   MM   MM    MM
2023 02 07 07 40 280  1.0  3.0    MM    MM    MM  MM 1022.9  13.3  13.5    MM   MM   MM    MM
2023 02 07 07 30 270  1.0  3.0    MM    MM    MM  MM 1023.0  13.3  13.5    MM   MM   MM    MM
2023 02 07 07 20 270  1.0  2.0   2.0    14   7.9 271 1022.9  13.2  13.5    MM   MM   MM    MM
2023 02 07 07 10 260  2.0  3.0   2.0    MM   7.9 271 1022.9  13.3  13.5    MM   MM   MM    MM
2023 02 07 07 00 260  1.0  3.0    MM    MM    MM  MM 1022.9  13.3  13.5    MM   MM +0.7    MM
2023 02 07 06 50 270  1.0  2.0   1.9    13   7.8 269 1022.9  13.3  13.5    MM   MM   MM    MM
2023 02 07 06 40 210  1.0  3.0    MM    MM    MM  MM 1022.8  13.3  13.5    MM   MM   MM    MM
2023 02 07 06 30 210  1.0  2.0    MM    MM    MM  MM 1022.8  13.2  13.5    MM   MM   MM    MM
2023 02 07 06 20 240  1.0  3.0   2.0    13   7.8 263 1022.8  13.2  13.5    MM   MM   MM    MM
2023 02 07 06 10 230  2.0  3.0    MM    MM    MM  MM 1022.8  13.3  13.5    MM   MM   MM    MM
2023 02 07 06 00 210  2.0  3.0    MM    MM    MM  MM 1022.8  13.3  13.5    MM   MM +0.8    MM
2023 02 07 05 50 220  1.0  3.0   2.0    13   7.7 274 1022.8  13.3  13.5    MM   MM   MM    MM
2023 02 07 05 40  MM  0.0  2.0    MM    MM    MM  MM 1022.7  13.3  13.5    MM   MM   MM    MM
2023 02 07 05 30  MM  0.0  2.0    MM    MM    MM  MM 1022.6  13.3  13.5    MM   MM   MM    MM
2023 02 07 05 20 300  1.0  3.0   2.3    13   8.1 272 1022.6  13.4  13.5    MM   MM   MM    MM
2023 02 07 05 10 320  1.0  2.0   2.3    MM   8.1 272 1022.6  13.6  13.5    MM   MM   MM    MM
2023 02 07 05 00 350  1.0  2.0    MM    MM    MM  MM 1022.6  13.6  13.5    MM   MM +0.7    MM
2023 02 07 04 50  10  1.0  3.0   2.2    14   7.8 255 1022.6  13.7  13.5    MM   MM   MM    MM
2023 02 07 04 40  40  1.0  3.0    MM    MM    MM  MM 1022.4  13.7  13.5    MM   MM   MM    MM
2023 02 07 04 30 350  1.0  2.0    MM    MM    MM  MM 1022.4  13.6  13.5    MM   MM   MM    MM
2023 02 07 04 20  30  1.0  2.0   2.1    13   7.7 263 1022.4  13.7  13.5    MM   MM   MM    MM
2023 02 07 04 10  40  2.0  3.0   2.1    MM   7.7 263 1022.3  13.7  13.5    MM   MM   MM    MM
2023 02 07 04 00  40  2.0  3.0    MM    MM    MM  MM 1022.3  14.0  13.5    MM   MM +0.5    MM
2023 02 07 03 50  30  2.0  3.0   2.3    13   7.6 267 1022.2  14.2  13.5    MM   MM   MM    MM
2023 02 07 03 40  20  1.0  2.0    MM    MM    MM  MM 1022.2  14.2  13.5    MM   MM   MM    MM
2023 02 07 03 30 350  1.0  3.0    MM    MM    MM  MM 1022.3  14.5  13.5    MM   MM   MM    MM
2023 02 07 03 20 320  2.0  3.0   2.4    13   7.5 263 1022.3  14.6  13.6    MM   MM   MM    MM
2023 02 07 03 10 290  3.0  4.0   2.4    MM   7.5 263 1022.1  14.4  13.6    MM   MM   MM    MM
2023 02 07 03 00 290  3.0  4.0    MM    MM    MM  MM 1022.1  14.3  13.6    MM   MM +0.4    MM
2023 02 07 02 50 280  3.0  4.0   2.4    13   7.6 271 1022.0  14.3  13.6    MM   MM   MM    MM
2023 02 07 02 40 300  2.0  4.0    MM    MM    MM  MM 1022.0  14.5  13.6    MM   MM   MM    MM
2023 02 07 02 30 290  3.0  4.0    MM    MM    MM  MM 1021.9  14.4  13.6    MM   MM   MM    MM
2023 02 07 02 20 290  3.0  5.0   2.4    14   7.5 272 1022.1  14.6  13.6    MM   MM   MM    MM
2023 02 07 02 10 280  4.0  6.0   2.4    MM   7.5 272 1022.1  14.6  13.6    MM   MM   MM    MM
2023 02 07 02 00 290  4.0  6.0    MM    MM    MM  MM 1021.9  14.7  13.6    MM   MM -0.0    MM
2023 02 07 01 50 280  4.0  5.0   2.4    13   7.7 266 1021.8  14.4  13.6    MM   MM   MM    MM
2023 02 07 01 40 260  4.0  5.0    MM    MM    MM  MM 1021.8  14.4  13.6    MM   MM   MM    MM
2023 02 07 01 30 270  4.0  6.0    MM    MM    MM  MM 1021.8  14.5  13.6    MM   MM   MM    MM
2023 02 07 01 20 270  5.0  7.0   2.2    13   7.0 266 1021.8  14.5  13.6    MM   MM   MM    MM
2023 02 07 01 10 270  6.0  8.0   2.2    MM   7.0 266 1021.7  14.5  13.6    MM   MM   MM    MM
2023 02 07 01 00 270  7.0  9.0    MM    MM    MM  MM 1021.7  14.2  13.6    MM   MM -0.7    MM
2023 02 07 00 50 260  6.0 10.0   2.4    12   7.5 270 1021.7  14.5  13.6    MM   MM   MM    MM
2023 02 07 00 40 280  6.0  9.0    MM    MM    MM  MM 1021.7  15.0  13.6    MM   MM   MM    MM
2023 02 07 00 30 280  7.0  9.0    MM    MM    MM  MM 1021.7  15.0  13.7    MM   MM   MM    MM
2023 02 07 00 20 280  8.0 10.0   2.2    12   7.9 267 1021.6  14.9  13.7    MM   MM   MM    MM
2023 02 07 00 10 270  8.0 11.0   2.2    MM   7.9 267 1021.6  14.8  13.7    MM   MM   MM    MM
2023 02 07 00 00 270  7.0  9.0    MM    MM    MM  MM 1021.6  14.8  13.7    MM   MM -1.6    MM
2023 02 06 23 50 260  5.0  7.0   2.2    13   8.2 271 1021.7  14.8  13.7    MM   MM   MM    MM
2023 02 06 23 40 250  5.0  6.0   2.2    MM   8.2 271 1021.7  14.6  13.7    MM   MM   MM    MM
